CoDIGO PERSONA;EMPRESA;EDAD;SEXO;SEGMENTO;SEGMENTO_PERSONAL;NACIONAL/ EXTRANJERO;AGRUPADOR;MES DE INICIO;TOTAL HORAS POR PERSONA;CAPACITACION_DE_PAGA;HORAS POR CURSO;CAPACIDAD;MODALIDAD;INVERSION PERCAPITA (US$);DOCENTE/INSTITUCIoN;ASISTENCIA
6541247;Rimac Seguros y Reasegrs;45;Masculino;Empleado FFVV;ATENCION AL CLIENTE;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;FALTO
6540239;Rimac Seguros y Reasegrs;39;Femenino;Empleado FFVV;ATENCION AL CLIENTE;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;FALTO
6501795;Rimac Seguros y Reasegrs;36;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;FALTO
6502707;Rimac Seguros y Reasegrs;36;Masculino;Empleado FFVV;ATENCION AL CLIENTE;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6500538;Rimac Seguros y Reasegrs;44;Femenino;Empleado FFVV;ATENCION AL CLIENTE;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6501850;Rimac Seguros y Reasegrs;32;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;FALTO
6500720;Rimac Seguros y Reasegrs;53;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;FALTO
6501244;Rimac Seguros y Reasegrs;37;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;FALTO
6501584;Rimac Seguros y Reasegrs;35;Femenino;Empleado;ATENCION AL CLIENTE;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6506682;Rimac Seguros y Reasegrs;37;Femenino;Empleado FFVV;ATENCION AL CLIENTE;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;FALTO
6503574;Rimac Seguros y Reasegrs;38;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;FALTO
6500528;Rimac Seguros y Reasegrs;44;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;FALTO
6529565;Rimac S.A. EPS;37;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;FALTO
6529544;Rimac Seguros y Reasegrs;32;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;FALTO
6502308;Rimac Seguros y Reasegrs;54;Masculino;Sub-Gerente;GERENCIAL;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6540240;Rimac Seguros y Reasegrs;38;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6540253;Rimac Seguros y Reasegrs;28;Femenino;Empleado FFVV;ATENCION AL CLIENTE;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;FALTO
6540707;Rimac Seguros y Reasegrs;42;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6540279;Rimac Seguros y Reasegrs;22;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;FALTO
6540956;Rimac Seguros y Reasegrs;60;Femenino;Empleado FFVV;ATENCION AL CLIENTE;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;FALTO
6500894;Rimac Seguros y Reasegrs;53;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;FALTO
6541151;Rimac Seguros y Reasegrs;32;Femenino;Empleado FFVV;ATENCION AL CLIENTE;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;FALTO
6503575;Rimac Seguros y Reasegrs;33;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6537082;Rimac Seguros y Reasegrs;29;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6521251;Rimac Seguros y Reasegrs;26;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;FALTO
6541610;Rimac Seguros y Reasegrs;23;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;FALTO
6540116;Rimac Seguros y Reasegrs;31;Femenino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;FALTO
6541594;Rimac Seguros y Reasegrs;23;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;FALTO
6540155;Rimac Seguros y Reasegrs;35;Femenino;Empleado FFVV;ATENCION AL CLIENTE;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;FALTO
6502521;Rimac Seguros y Reasegrs;38;Femenino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6540138;Rimac Seguros y Reasegrs;25;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6504699;Rimac S.A. EPS;50;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6538899;Rimac Seguros y Reasegrs;26;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6540966;Rimac Seguros y Reasegrs;34;Femenino;Empleado FFVV;ATENCION AL CLIENTE;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;FALTO
6502226;Rimac Seguros y Reasegrs;39;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;FALTO
6500176;Rimac Seguros y Reasegrs;42;Femenino;Empleado FFVV;ATENCION AL CLIENTE;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;FALTO
6501118;Rimac Seguros y Reasegrs;34;Femenino;Empleado FFVV;ATENCION AL CLIENTE;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;FALTO
6541405;Rimac Seguros y Reasegrs;34;Femenino;Empleado FFVV;ATENCION AL CLIENTE;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;FALTO
6504544;Rimac S.A. EPS;46;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6541023;Rimac Seguros y Reasegrs;41;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6535174;Rimac Seguros y Reasegrs;33;Masculino;Sub-Gerente;GERENCIAL;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;FALTO
6540278;Rimac Seguros y Reasegrs;24;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;FALTO
6541616;Rimac Seguros y Reasegrs;43;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6502620;Rimac Seguros y Reasegrs;39;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;FALTO
6541655;Rimac Seguros y Reasegrs;26;Masculino;Empleado;ATENCION AL CLIENTE;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6501121;Rimac Seguros y Reasegrs;42;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6540766;Rimac Seguros y Reasegrs;26;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6539441;Rimac Seguros y Reasegrs;26;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6540734;Rimac Seguros y Reasegrs;40;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6536017;Rimac Seguros y Reasegrs;34;Femenino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6530909;Rimac Seguros y Reasegrs;31;Femenino;Empleado FFVV;ATENCION AL CLIENTE;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;FALTO
6533042;Rimac Seguros y Reasegrs;31;Femenino;Empleado FFVV;ATENCION AL CLIENTE;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6500609;Rimac Seguros y Reasegrs;39;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6523592;Rimac Seguros y Reasegrs;30;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6525231;Rimac Seguros y Reasegrs;33;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6504455;Rimac S.A. EPS;65;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6526131;Rimac Seguros y Reasegrs;25;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6527284;Rimac Seguros y Reasegrs;36;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6522641;Rimac Seguros y Reasegrs;28;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6518078;Rimac S.A. EPS;34;Femenino;Empleado;ATENCION AL CLIENTE;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6534802;Rimac Seguros y Reasegrs;45;Femenino;Empleado FFVV;ATENCION AL CLIENTE;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6506526;Rimac S.A. EPS;47;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6502941;Rimac Seguros y Reasegrs;41;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6524473;Rimac Seguros y Reasegrs;46;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;FALTO
6541603;Rimac Seguros y Reasegrs;32;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6540755;Rimac Seguros y Reasegrs;30;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;FALTO
6508515;Rimac Seguros y Reasegrs;29;Femenino;Empleado FFVV;ATENCION AL CLIENTE;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6536323;Rimac Seguros y Reasegrs;27;Masculino;Empleado;ATENCION AL CLIENTE;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6539212;Rimac Seguros y Reasegrs;27;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6540477;Rimac Seguros y Reasegrs;41;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;FALTO
6541562;Rimac Seguros y Reasegrs;30;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;FALTO
6537081;Rimac Seguros y Reasegrs;29;Femenino;Empleado;ATENCION AL CLIENTE;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6507876;Rimac Seguros y Reasegrs;41;Masculino;Empleado;ATENCION AL CLIENTE;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6502779;Rimac Seguros y Reasegrs;41;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6509193;Rimac Seguros y Reasegrs;53;Femenino;Empleado FFVV;ATENCION AL CLIENTE;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;FALTO
6502199;Rimac Seguros y Reasegrs;43;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6539244;Rimac Seguros y Reasegrs;40;Femenino;Empleado FFVV;ATENCION AL CLIENTE;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;FALTO
6504636;Rimac S.A. EPS;44;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6504663;Rimac S.A. EPS;34;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6540108;Rimac Seguros y Reasegrs;25;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;FALTO
6529555;Rimac Seguros y Reasegrs;28;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;FALTO
6541295;Rimac Seguros y Reasegrs;23;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;FALTO
6500553;Rimac Seguros y Reasegrs;43;Masculino;Sub-Gerente;GERENCIAL;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6501047;Rimac Seguros y Reasegrs;35;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6538378;Rimac S.A. EPS;42;Femenino;Secretaria;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6504873;Rimac S.A. EPS;32;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6504884;Rimac S.A. EPS;37;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6523847;Rimac S.A. EPS;38;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;FALTO
6538377;Rimac Seguros y Reasegrs;38;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;FALTO
6541637;Rimac Seguros y Reasegrs;38;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6500325;Rimac Seguros y Reasegrs;45;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;FALTO
6524948;Rimac Seguros y Reasegrs;34;Masculino;Empleado FFVV;ATENCION AL CLIENTE;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6507872;Rimac Seguros y Reasegrs;30;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;FALTO
6541209;Rimac Seguros y Reasegrs;42;Femenino;Empleado FFVV;ATENCION AL CLIENTE;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;FALTO
6510748;Rimac S.A. EPS;36;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6533360;Rimac Seguros y Reasegrs;26;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6537112;Rimac Seguros y Reasegrs;29;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6536367;Rimac Seguros y Reasegrs;23;Femenino;Practicante;PRACTICANTE;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6536002;Rimac Seguros y Reasegrs;27;Femenino;Empleado FFVV;ATENCION AL CLIENTE;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6526949;Rimac Seguros y Reasegrs;35;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6540097;Rimac Seguros y Reasegrs;29;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6537076;Rimac Seguros y Reasegrs;34;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6537845;Rimac Seguros y Reasegrs;29;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6540743;Rimac Seguros y Reasegrs;24;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6501628;Rimac Seguros y Reasegrs;39;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6501307;Rimac Seguros y Reasegrs;35;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6502315;Rimac Seguros y Reasegrs;32;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6539756;Rimac Seguros y Reasegrs;27;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6502084;Rimac Seguros y Reasegrs;38;Femenino;Empleado FFVV;ATENCION AL CLIENTE;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6514922;Rimac Seguros y Reasegrs;40;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6506384;Rimac Seguros y Reasegrs;47;Femenino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;LIDERAZGO;VIRTUAL;15;KURIOS;ASISTIO
6500553;Rimac Seguros y Reasegrs;43;Masculino;Sub-Gerente;GERENCIAL;NACIONAL;LEARNING;4;1;1;0;LIDERAZGO;VIRTUAL;15;KURIOS;ASISTIO
6501757;Rimac Seguros y Reasegrs;40;Femenino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;LIDERAZGO;VIRTUAL;15;KURIOS;FALTO
6532386;Rimac S.A. EPS;45;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;LIDERAZGO;VIRTUAL;15;KURIOS;FALTO
6500065;Rimac Seguros y Reasegrs;45;Femenino;Gerente;GERENCIAL;NACIONAL;LEARNING;4;1;1;0;LIDERAZGO;VIRTUAL;15;KURIOS;FALTO
6538330;Rimac Seguros y Reasegrs;42;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;LIDERAZGO;VIRTUAL;15;KURIOS;ASISTIO
6541029;Rimac Seguros y Reasegrs;33;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;LIDERAZGO;VIRTUAL;15;KURIOS;ASISTIO
6500823;Rimac Seguros y Reasegrs;33;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;LIDERAZGO;VIRTUAL;15;KURIOS;ASISTIO
6501231;Rimac Seguros y Reasegrs;41;Femenino;Sub-Gerente;GERENCIAL;NACIONAL;LEARNING;4;1;1;0;LIDERAZGO;VIRTUAL;15;KURIOS;FALTO
6531332;Rimac Seguros y Reasegrs;32;Masculino;Empleado;ATENCION AL CLIENTE;NACIONAL;LEARNING;4;1;1;0;LIDERAZGO;VIRTUAL;15;KURIOS;ASISTIO
6506077;Rimac Seguros y Reasegrs;34;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;LIDERAZGO;VIRTUAL;15;KURIOS;FALTO
6502758;Rimac Seguros y Reasegrs;45;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;LIDERAZGO;VIRTUAL;15;KURIOS;ASISTIO
6500630;Rimac Seguros y Reasegrs;39;Femenino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;LIDERAZGO;VIRTUAL;15;KURIOS;ASISTIO
6501595;Rimac Seguros y Reasegrs;35;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;LIDERAZGO;VIRTUAL;15;KURIOS;ASISTIO
6502798;Rimac Seguros y Reasegrs;45;Femenino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;LIDERAZGO;VIRTUAL;15;KURIOS;ASISTIO
6533793;Rimac Seguros y Reasegrs;31;Femenino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;LIDERAZGO;VIRTUAL;15;KURIOS;ASISTIO
6502077;Rimac Seguros y Reasegrs;43;Femenino;Sub-Gerente;GERENCIAL;NACIONAL;LEARNING;4;1;1;0;LIDERAZGO;VIRTUAL;15;KURIOS;ASISTIO
6500598;Rimac Seguros y Reasegrs;39;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;LIDERAZGO;VIRTUAL;15;KURIOS;ASISTIO
6507356;Rimac Seguros y Reasegrs;34;Femenino;Sub-Gerente;GERENCIAL;NACIONAL;LEARNING;4;1;1;0;LIDERAZGO;VIRTUAL;15;KURIOS;ASISTIO
6501644;Rimac Seguros y Reasegrs;38;Femenino;Empleado FFVV;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;LIDERAZGO;VIRTUAL;15;KURIOS;FALTO
6541575;Rimac Seguros y Reasegrs;27;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;LIDERAZGO;VIRTUAL;15;KURIOS;ASISTIO
6511772;Rimac Seguros y Reasegrs;54;Femenino;Sub-Gerente;GERENCIAL;NACIONAL;LEARNING;4;1;1;0;LIDERAZGO;VIRTUAL;15;KURIOS;ASISTIO
6502056;Rimac Seguros y Reasegrs;45;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;LIDERAZGO;VIRTUAL;15;KURIOS;ASISTIO
6501341;Rimac Seguros y Reasegrs;32;Femenino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;LIDERAZGO;VIRTUAL;15;KURIOS;ASISTIO
6533922;Rimac Seguros y Reasegrs;33;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;LIDERAZGO;VIRTUAL;15;KURIOS;FALTO
6506387;Rimac Seguros y Reasegrs;34;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;LIDERAZGO;VIRTUAL;15;KURIOS;ASISTIO
6500001;Rimac Seguros y Reasegrs;42;Femenino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;LIDERAZGO;VIRTUAL;15;KURIOS;FALTO
6518730;Rimac Seguros y Reasegrs;31;Femenino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;LIDERAZGO;VIRTUAL;15;KURIOS;ASISTIO
6500563;Rimac Seguros y Reasegrs;45;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;4;1;1;0;LIDERAZGO;VIRTUAL;15;KURIOS;ASISTIO
6502490;Rimac Seguros y Reasegrs;33;Femenino;Empleado FFVV;ATENCION AL CLIENTE;NACIONAL;LEARNING;4;1;1;0;LIDERAZGO;VIRTUAL;15;KURIOS;FALTO
